review_text,rating,review_date,thumbs_up
"em mong shoppe hoàn lại em 119k , tiền mồ hôi nước mắt của em ko đó",1,2026-05-02 09:42:53,2
"chuyên cắt mã, tăng phí vô tội vạ",1,2026-05-02 09:40:24,0
ko có cuộc gọi nào mà lại tự ý hủy đơn,2,2026-05-02 09:37:15,1
ok,5,2026-05-02 09:33:10,0
mong shoppe cho e vâu chờ 500,5,2026-05-02 09:16:18,1
shop rất ngáo áp mã vào thì báo lỗi ko áp mã mới cho đặt chịu shop ngáo này luôn,1,2026-05-02 09:15:06,1
"shipper ở khu vực tôi thái độ, súc phạm, đe dọa, k chịu giao đơn cho khách. thù oán cá nhân với khách hàng",1,2026-05-02 08:49:53,1
lỗi hoài k cho mua treo máy 4 tuần r đó:),2,2026-05-02 08:44:49,0
đã bị ba đơn bị giao không thành công bị hẹn nhiều rồi quay lại kho rồi đi rồi quay lại kho cứ làm thế 4ngày sau trả về cho người gửi luôn mà không phải bị sai gì hồi đó giờ bình thường mà nay bị vậy á chịu cách làm của chung chuyển luôn,2,2026-05-02 08:38:52,0
Làm ăn dối trá,1,2026-05-02 08:32:33,0
app ngu,1,2026-05-02 08:23:24,0
ẹn,2,2026-05-02 08:22:28,0
Đky Shopee vip nma chả đụng đc đến cái mã 25-35% toàn mấy mã 14-16% mà đky luôn 1 năm r á tiếc vcl mã fb ngon hơn,1,2026-05-02 08:21:33,4
Đến shopee cái gì cũng có nhưng shopee cần phân loại khách hàng theo hạng thành viên để quảng cáo nhé,5,2026-05-02 07:58:23,0
shop rẻ nhất thị trường,5,2026-05-02 07:48:28,0
đặt toàn bị hủy,1,2026-05-02 07:47:59,0
lừa đảo,1,2026-05-02 07:30:35,0
"Giao hàng lâu, đã vậy còn trễ lịch giao nữa, nếu là tiktok shop chỉ mới đặt là đã giao.Mong Shoppe cải thiện dịch vụ giao hàng ạ, rỏ ràng là để giao hàng nhanh nhưng không hề nhanh,đã vậy còn trễ nữa, tình trạng lừa đảo trên shoppe khá nhiều so với các ứng dụng mua sắm khác.Mong khắc phục đi ạ.",1,2026-05-02 07:25:19,2
ổn,5,2026-05-02 07:08:23,0
tôi rất sợ áp này bán toàn lừa đảo nha..tôi bị mua cái đt. 1tr250ngan bị lỗi không cho trả lại. diện đủ lý do để lừa đảo nha .hèn chi bây giờ không khách hàng ai dám mua đồ áp này..toàn bộ lừa đảo khách hàng ..thật là một áp lớn shopee55 mà không có quy tín,1,2026-05-02 06:55:53,1
Quảng cáo nhìu,1,2026-05-02 06:28:47,0
"ứng dụng mua sắm tốt nhất Việt nam, có nhiều loại hàng hóa và có nhiều khuyến mãi, mình thích mua sắm trên shopee hơn là tiktok shop",5,2026-05-02 06:24:12,0
Good,5,2026-05-02 06:23:39,0
ứng dụng ko tệ nhưng thứ tệ là quảng cáo của nó dài vl,2,2026-05-02 06:17:30,2
rất hài lòng,5,2026-05-02 06:14:29,1
đẳng cấp,5,2026-05-02 06:01:48,0
"Shopee giao hàng nhanh,đổi trả dễ,đúng giá thị trường, có điều vẫn bị mua phải hàng giả,tôi mua 1 hộp tpcn hoa lưu ly của nhà Ngân koree mở rồi mà ko dám uống vì vào hỏi shop thì ko thấy trang đấy đâu cả",4,2026-05-02 05:58:56,1
tốt tốt,5,2026-05-02 05:57:30,0
"quản cáo quá nhiều app thì lag vào xem đơn thì kh được quyền quản lý thì quá dễ để những người làm ăn bất chính vào bán hàng giả, nên học hỏi theo những app bán hàng như tiktok",1,2026-05-02 05:47:20,3
Shipper tự ý hủy đơn hàng của khách mà không hỏi ý kiến,1,2026-05-02 05:45:37,0
mới vừa mở lên bất buộc xem video không cho bỏ qua rất là phiền,1,2026-05-02 05:36:33,3
có voucher giảm 80k thì mua xog lại tự nhiên hủy đơn hàng???,1,2026-05-02 05:31:20,0
"Shopee gần đây có những đơn hàng rất ít cập nhật trạng thái, đơn hàng giao ko đúng hẹn",4,2026-05-02 05:19:07,0
cảm ơn vì ứng dụng này mua sắm đc,5,2026-05-02 05:17:30,0
"giao hàng trể, tự hủy đơn, không giao hàng mà trả hàng về",1,2026-05-02 04:49:02,1
ok,5,2026-05-02 04:40:19,0
"chăm sóc khách hàng tệ, cập nhật chậm thông tin, nói như không. làm tao đặt 3 đơn ĐÃ ĐỔI ĐỊA CHỈ nhưng vẫn giao chỗ cũ, làm bị hủy hết 3 đơn! tệ hơn cả tiktok shop! đặt hàng ở shoppe tỉ lệ thành công như bằng 0",1,2026-05-02 04:18:52,1
đien,1,2026-05-02 04:15:07,0
hàng không đúng yêu cầu,1,2026-05-02 03:07:10,0
rất tốt,5,2026-05-02 03:03:02,0
ok,5,2026-05-02 03:00:43,0
"shopee là nơi tôi có thể mua những món đồ rẻ nhưng lại chất lượng, giao hàng không đúng thì có thể trả lại hàng, ứng dụng này khiến tôi rất hài lòng",5,2026-05-02 02:38:57,3
dễ sử dụng và quản lý tốt.,5,2026-05-02 02:34:35,0
sao cứ mở app ra là vào mục video vậy. rất là khó chịu. lại còn tự động điều chỉnh âm lượng nữa chứ. ai đưa ra cái ý tưởng này vậy. thêm tùy chọn cài đặt vào để người dùng quyết định chọn trang đầu tiên khi mở app đi,1,2026-05-02 02:13:08,1
tự hủy hàng của khách,1,2026-05-02 02:10:58,1
ok,5,2026-05-02 02:03:46,0
"ứng dụng khá lag hay bị lỗi đứng , lâu lâu còn văng",4,2026-05-02 02:02:17,0
hủy đơn vô lí chăm sóc khách hàng k giải quyết đc,1,2026-05-02 01:55:45,0
"Rất hứng thú, mình trải nghiệm mua hàng trên ứng dụng rất thu vị và nhanh chóng 🫰🫰😗😙😙",5,2026-05-02 01:50:12,0
Có quá nhiều hàng ưng ý s tôi,5,2026-05-02 01:31:54,0
mua hàng dễ,5,2026-05-02 00:53:02,0
"quảng cáo game khác rất phiền ạ, không bấm vào mà cứ hiện shopee",2,2026-05-01 23:54:00,0
1 sao k nói nhiều,1,2026-05-01 23:41:03,0
đã người yêu cầu hoàn trả hàng nhiều lần nhưng không thấy người giao đến lấy,1,2026-05-01 23:30:14,0
tuyệt vời,5,2026-05-01 22:35:56,0
ac không hiểu sao không thể vô,1,2026-05-01 18:36:39,0
Thanh toán xác thực khuôn mặt không được,1,2026-05-01 17:51:31,1
"đôi khi bùng hàng của khách , làm mất đồ sách , giao đôi lúc không đúng hẹn",3,2026-05-01 17:35:20,0
quá tốt,5,2026-05-01 17:24:30,0
"Shopee bây giờ không còn hỗ trợ yêu cầu trả hàng của người mua, minh chứng của người mua hàng không được chấp nhận và xử thua người bán",1,2026-05-01 16:41:41,1
"bị shopee đánh vi phạm khóa quyền không cho săn xu trong livestream 1 tháng, nhiều lần liên hệ hỏi vi phạm gì thì không chịu nói. Cứ báo vài ngày sẽ mở lại nhưng nay sắp giáp tháng vẫn chặn. Chính sách không rõ ràng muốn đánh vi phạm ai thì đánh vi phạm, không công bố rõ ràng tài khoản đã vi phạm gì. Nhân viên Shopee thì không chuyên nghiệp, trả lời cho qua chuyện kiểu như nhân viên mới hỏi gì cũng ko biết. Hỏi gì cũng đổ cho Shopee trong khi nó là nhân viên Shopee",1,2026-05-01 16:26:55,2
bảo 1tr cho đúng 100 xu,1,2026-05-01 15:36:22,0
mở ko lên phí ship gấp đôi tiền hàng,1,2026-05-01 15:24:06,2
"cứ nhảy vô app ngk lm gì vậy. Tắt cái tính năng đó dùm cái , cứ chèn vô app r web site ngk . Bt phiền không?",1,2026-05-01 15:18:21,0
"quá tệ, đắt hơn các nền tảng khác! chẳng hạn như LAZADA, TIKTOK. Đang cảm thấy bị lừa!",1,2026-05-01 14:57:24,1
"Dịch vụ của shopee quá tệ , mình đặt 3 món ""2 đơn"" đầu tiên thì chờ rất lâu,xong lại bị hoàn trả,k nhận đc hàng,rồi mình đặt thêm 4 món nữa ""3 đơn"" thì 2 món đầu tiên vẫn bị hoàn ""mình đã ghi đúng và check rất kĩ địa chỉ"" xong vẫn cứ thế,mình khá bực,nôn nóng từ 1 tuần trước rồi thì lm mình thất vọng tràn trề,mình nghĩ 2 món sau cũng bị hoàn nốt =)),mn đừng đặt r kì vọng giống mình nha kẻo thất vọng nhiều...",1,2026-05-01 14:48:16,0
nếu cho tôi thêm nhiều vô chờ thì tốt,5,2026-05-01 14:20:43,0
đan chơi game mà nó cứ hiện lên,2,2026-05-01 13:48:13,0
tot,5,2026-05-01 13:44:28,0
good,5,2026-05-01 13:32:07,0
giao hàng nhanh,5,2026-05-01 13:00:26,0
tệ,1,2026-05-01 12:59:52,0
tốt,5,2026-05-01 12:56:59,0
"Tự hủy đơn hàng của khách , cho là giao dịch bất thường trong khi khách chưa bom hàng một lần nào .",1,2026-05-01 12:50:18,4
ok,5,2026-05-01 12:29:35,0
mua có cái điện thoại chứ làm cái gì đâu mà cảnh báo hành vi bất thường miết. ngán ngẩm vch qua 5.5 xoá mẹ app luôn cho đỡ mệt,1,2026-05-01 12:27:56,2
ko thể nào nói đc là nó tệ hại lắm luôn Á cái chỗ hỏi trợ lý AI á hỏi hoài mà nó ra cái j đâu ko ấy bực bội lắm,1,2026-05-01 12:26:43,1
người mua tin tưởng app nhưng app để cho nhưng người không có tâm vào quảng cáo bán hàng kiểu treo đầu dê bán thịt chó. làm mất niềm tin khách hàng,1,2026-05-01 12:13:39,0
cũng ok mà có mấy cái hàng nhái gc vẫn được bán mong shpee sử lí và việc hoàn hàng ko như mong đợi,4,2026-05-01 11:39:55,0
giá rẻ mà hời lém,5,2026-05-01 11:27:21,0
"Shopee dùng rất tốt nhưng mình đánh giá 4 ⭐, bởi vì nếu shopee có thể thu nhỏ live ở trang chủ thì vừa xem live được và vừa tìm kiếm hàng mình muốn đặt sẽ ok hơn",4,2026-05-01 11:19:57,2
ung dung tot,5,2026-05-01 10:43:04,0
app ni nguôn nầy,5,2026-05-01 10:34:37,0
tốt,5,2026-05-01 10:32:43,1
bảo chú ý dth sắp dc giao mà đợi từ sáng tói chiều tối mà k thấy đâu????,1,2026-05-01 10:30:52,3
tốt,5,2026-05-01 10:29:13,0
cái này quảng cáo quài luôn 😭,1,2026-05-01 09:38:37,0
tốt,5,2026-05-01 09:10:51,0
shopee food lừa đảo vl🙂,1,2026-05-01 09:05:21,1
như qq,1,2026-05-01 08:51:29,0
"làm ăn tệ hại, tôi đặt mua hàng , áp mã từ shopee cho vô thì đặt được , nhưng tầm hơn 1 tiếng sau thì shopee tự ý hủy đơn hàng của tôi, lý do là giao dịch bất thường, vãi bất thường chỗ nào ?, gần 10 đơn đặt hàng của tôi đều bị lý do như thế,mã giảm giá thì cũng từ shopee cho chứ ở đâu mà có,app làm ăn riết tệ hại vô cùng.",1,2026-05-01 08:43:44,1
"Mua hàng ok, đôi lúc có hơi lag",5,2026-05-01 08:31:06,0
tạm được nhiều cái Sinh hoạt gia đình cần phải tìm sản phẩm trong này,5,2026-05-01 07:54:18,1
"kh thể lập nick bằng sđt của mình mà còn bị văng ra ,thà kh tải còn hơn",1,2026-05-01 07:47:07,1
tuyệt,5,2026-05-01 07:40:23,0
rất thích ứng dụng này. rất tiện ích,5,2026-05-01 07:33:02,0
Vl Dell đặt được hàng,1,2026-05-01 07:32:40,0
không có dùng được mã giải giá,1,2026-05-01 07:29:32,0
ok hàng mặc vừa và đẹp.,5,2026-05-01 07:26:17,0
shop quá vip giảm giá kính khủ,5,2026-05-01 07:20:34,0
"rất tệ ko nên mua hàng ở đây , mua mà cứ hủy của người ta ,hủy hết 3,4 đơn của người ta rồi làm ăn rất kì",1,2026-05-01 07:12:08,2
Dùng 2 năm giờ mới đánh giá =)),5,2026-05-01 06:43:03,0
shoppe giao hàng nhanh.đúng mẩu,5,2026-05-01 06:32:22,0
mã giảm giá hơi đểu,3,2026-05-01 06:25:13,0
ok shop qua tin tưởng,5,2026-05-01 06:24:04,0
ko vào được shoppi,1,2026-05-01 06:16:04,0
"chơi để có xu mà chẳng có xu toàn lừa người khác, giật lag không kiểm soát được, suốt ngày làm phiền người khác cứ nói shopee",1,2026-05-01 06:02:15,3
tải hơi lâu,3,2026-05-01 06:01:59,0
khi đăng nhập lại tài khoản bằng facebook thì tài khoản tự động xóa và bắt sử dụng tài khoản khác,1,2026-05-01 05:41:21,0
rất tốt và tiện lợi,5,2026-05-01 05:38:32,0
đặt mất mã r nó lại tự động hủy hàng,2,2026-05-01 05:35:38,1
lỗi liên kết tài khoản ngân hàng ko đc,1,2026-05-01 05:31:03,0
"giao hàng chất lượng, rất ok",5,2026-05-01 05:30:58,0
Còn rất nhiều hàng nhái . Nhiều shop bán hàng không trung thực,5,2026-05-01 05:24:12,0
rất hay ❤️,5,2026-05-01 05:15:31,0
"bộ đói tiền hay sao mà cứ quảng cáo, làm bài cũng ko đc, bớt quảng cáo giùm cái",1,2026-05-01 04:52:20,0
mua tk shopee vip để ròi mua hàng giá mắc hơn mấy đứa ko có vip :)),1,2026-05-01 04:42:00,0
app cực kỳ ngon có tất cả hàng mà mình cần mua 😁😎,5,2026-05-01 04:33:28,0
Shopee dùng cái mác lỗi CONTENT ERROR để ngăn cấm khách điền đơn hoàn hàng.,1,2026-05-01 04:02:20,0
Ok lắm,5,2026-05-01 03:58:37,0
"shope là đồ tôi, lừa dối tình cảm t. trái tim t đã bị tổn thương sâu sắcccc",1,2026-05-01 03:39:12,2
Khoá tài khoản hủy đơn vô tội vạ,1,2026-05-01 03:37:39,0
hay,5,2026-05-01 03:29:03,0
"Đặt đơn hàng trong nước. thời gian giao hàng quá lâu, liên tục bị delay thời gian giao hàng, đã hơn 1 tuần. có 0 sao thì t đánh giá luôn chứ 1s là quá nhẹ rồi",1,2026-05-01 03:22:28,13
đăng xuất hết khỏi các thiết bị r mà lúc đăng nhập đòi quét mã điện tử. quét thế beep nào dc ?????,1,2026-05-01 03:18:31,2
app để mua hàng mà ko giao hàng,1,2026-05-01 03:16:08,1
ứng dụng rác,1,2026-05-01 03:07:20,0
Mấy cái voucher 500k có mà k sài đc thì cho lm j,4,2026-05-01 02:47:51,1
ứng dụng có quảng cáo rác nhất,1,2026-05-01 02:33:04,0
hài lòng,5,2026-05-01 02:31:10,0
quá tệ,1,2026-05-01 02:13:59,1
tôi rất ưng app này 🤭🤭🤭🤭🤭,5,2026-05-01 02:06:51,0
cứ hiện cái gì ý không hiểu,1,2026-05-01 01:51:30,0
tự hủy đơn của khách,1,2026-05-01 01:42:48,0
"Hàng giao quá lâu, đặt đơn 27/4, hẹn giao 29/4, đến 29 thì bảo hẹn giao 30/4, đến 30 hẹn giao 1/5, đến 1/5 thì hẹn giao 4/5, lúc nào cũng chậm muộn, quá nhiều lần r chứ k phải 1",1,2026-05-01 01:38:45,0
ok. Hài lòng.,5,2026-05-01 01:06:45,0
tự động giảm âm lượng của điện thoại cho dù đã loại bỏ hết quyền truy cập,1,2026-05-01 00:59:10,0
quảng cáo khó chịu,1,2026-05-01 00:27:13,0
tốt giao hàng đúng hẹn,5,2026-05-01 00:24:59,0
Rất ok,5,2026-05-01 00:12:01,0
đặt nhầm địa chỉ thấy bên bán chưa giao nên hủy để đặt lại mà không cho hủy,2,2026-05-01 00:08:12,0
rẻ không có lỗi,5,2026-04-30 23:23:48,2
"giao hàng k báo, giao sai địa chỉ, tự ý hủy đơn , tự ý hoàn hàng, tự trừ 10.600xu bao lâu t tích góp",1,2026-04-30 22:43:16,2
"v , không thể nào",1,2026-04-30 21:11:25,0
"Rất nhanh , rất tốt",5,2026-04-30 18:35:38,0
tệ,1,2026-04-30 17:58:47,0
rung kha tot,5,2026-04-30 17:28:04,0
tuyệt,5,2026-04-30 17:23:04,0
"Mới xoá bình luận 1 sao thì lại bị mất hàng . Giờ không xoá nữa , ăn 1 sao vĩnh viễn đi shop",1,2026-04-30 17:21:34,3
"Không ghi hạn sử dụng xu của ngày cuối tháng gần nhất, làm người dùng mất rất nhiều xu",1,2026-04-30 17:04:05,1
"app lỗi liên tục , lỗi sever mãi rồi lỗi sđt người dùng và hạn chế tích xu nữa!!",1,2026-04-30 17:01:29,0
"đặt hàng xong bom cảm giác rất thích thú , chọc tức shipper cho 5 sao",5,2026-04-30 16:17:14,0
"{Đây là ý kiến riêng của mình} Haz,mấy đơn hàng từ 0 đồng đến 10k shipper thấy rẻ nên lười ship hay sao ý. mấy đơn hàng ít tiền của mình cứ đến ngày giao hàng là nó cứ hiện trạng thái giao hàng là đã giao nhưng mình không hề nhận được một cuộc gọi nào hay là nhận được một đơn hàng nào.",1,2026-04-30 15:47:17,2
trường tôi quảng cáo cái j đó cho app á cái đang thi cách ngày cái gộp sát nhau khạn nốn,1,2026-04-30 15:45:25,0
mua đồ trên shopee. mà không có đổi trả được. cho shop 2 sao,2,2026-04-30 15:39:59,0
không firil sip,1,2026-04-30 15:15:24,0
"giá tiền hợp lý, chất lượng cao, mỗi tháng đều có 5 voucher trở lên, nói chung là mọi người nên tải và sử dụng còn đối với tôi thì sẽ đánh giá cho ứng dụng shoppee vn 💯💯💯💯💯💯💯",5,2026-04-30 15:06:19,1
Ok,5,2026-04-30 14:57:02,1
ko thể hiểu dc quên mk bấm quên đã xác thực mã otp r là dc đổi mk đây bắt nhập lại mk cũ nếu nhớ thì đã đăng nhập vào thẳng mắc gì bấm quên chi nhờ hỗ trợ thì rất tệ cứ vòng lòng nói chung rất tệ,1,2026-04-30 14:56:19,1
tốt nhưng khi có thông báo thì nghe rất ồn và to quá,4,2026-04-30 14:54:55,2
"app mã giảm quá nhiều cái hủy đơn là sao, xàm vừa thôi",1,2026-04-30 14:51:06,0
"hay đơ ,",4,2026-04-30 14:50:20,0
rác,1,2026-04-30 14:47:14,0
ok,5,2026-04-30 14:44:29,0
app phiền vãi ra,1,2026-04-30 14:42:40,1
tuyệt vời,5,2026-04-30 14:39:40,0
khoá tài khoản khách vô cớ,1,2026-04-30 14:20:57,0
hay bị lỗi và tự ý hủy đơn hàng,1,2026-04-30 13:47:56,2
mẹ ship ở shoppe food lừa đảo ko trả tiền thừa nói thì chặn số shoppe thì chẳng cho khiếu nại như c,1,2026-04-30 13:18:26,0
tốt,5,2026-04-30 13:14:37,0
Thằng KOL chặt não đi,1,2026-04-30 13:01:05,0
ngon thí,5,2026-04-30 12:42:37,0
ngon luônnnnnnnnnnnnnnnnnnnnnk,5,2026-04-30 11:22:16,0
"Tự nhiên bị tài khoản tự đăng xuất , mặc dù không làm gì.",1,2026-04-30 11:22:14,1
Mình mua toàn hiện giá sai lsao ạ mong khắc phục,1,2026-04-30 11:18:20,2
shipper lấy luôn cả hàng của khách mà gọi điện shipper không trả,1,2026-04-30 11:00:35,2
à xl mình đánh giá nhầm vs cái đánh giá 1sao vừa nãy mình định cho shoppe food mà đánh giá nhầm qua shoppe thường giao rất nhanh nhưng mong shoppe có thể cải thiện tình trạng giao hàng chậm ở shoppe food,5,2026-04-30 09:54:17,0
Thời buổi nào rồi thằng CEO còn sử dụng 100điểm=100đồng nữa. Đúng là ngu mà tỏ ra nguy hiểm về nhà mày thử cho con mày 5000 không biết nó lấy không nữa vậy mà để nhận 100 đồng cho 100 điểm đúng là t hần k inh phân l ệt mà điều hành quá một app lớn quá n hục....,1,2026-04-30 09:36:21,9
k hỗ trợ redmagic mở cửa sổ nổi,4,2026-04-30 09:14:18,0
kém toàn thời gian,1,2026-04-30 09:13:45,0
giá hơi cao,4,2026-04-30 08:44:50,0
ko đăng nhập đc số đt 🤬,1,2026-04-30 08:29:48,1
chưa giao hàng mà để đã giao hàng,4,2026-04-30 07:34:53,0
ok,5,2026-04-30 07:34:10,0
lừa đảo vì không đúng với những gì Quảng cáo,1,2026-04-30 07:30:24,0
tốt ok uy tín,5,2026-04-30 07:21:31,0
nhà tôi toàn đồ trong này🤣,5,2026-04-30 06:58:29,2
mã 0đ bịp ae nhé lk sdt vào là mất,1,2026-04-30 06:54:08,0
ok,5,2026-04-30 06:53:08,0
như lol,1,2026-04-30 06:44:37,0
đây là shop rác chứ shoppe nào ở đây,1,2026-04-30 06:10:58,0
ok,5,2026-04-30 06:07:08,0
ok tốt xịn,5,2026-04-30 05:55:05,0
nhập địa chỉ ko đc quá tệ,1,2026-04-30 05:45:30,0
tôi vào acc mới cứ bảo 0 đồng mà mua có được đâu 😡,1,2026-04-30 05:43:16,0
Nhưng hộ hơi giả,5,2026-04-30 05:32:29,0
giờ chỉ còn Shopee,5,2026-04-30 05:29:33,0
"Thật sự thấy tệ nhất ở phần hoàn hàng/trả tiền, phải đợi cần kì lâu và thậm chí đưa hàng xong. Mấy ngày sau shop nhắn chưa nhận đc hàng, đã bị tráo hành. Thế là phải mất mấy ngày nữa. Thậm chí cả tuần!",2,2026-04-30 05:22:51,3
được mua đồ thỏa thích,5,2026-04-30 05:20:27,0
"shop tư vấn nhiệt tình, chất lượng sp đảm bảo như quảng cáo, giá thành hợp lý",5,2026-04-30 05:17:59,0
mua sắm tiện lợi,4,2026-04-30 05:06:43,0
đang chơi game mà quả cáo làm thu,1,2026-04-30 04:56:31,0
shopee có nhiều ưu đãi tốt,5,2026-04-30 04:35:01,1
"ê bị ghét cái kiểu quảng cáo nha thấy ghét á , đã lâu r còn dấu thoát giả ,dấu x thì nhỏ có chút xíu ,ý quảng cáo vừa vừa th chứ ,má thấy ghét",1,2026-04-30 04:19:59,0
"Tìm mọi cách để khách hàng không dùng được mã giảm giá , có voucher đặt 500 cái khẩu trang 55k rồi lại bảo vocher không hợp lệ xóa luôn voucher =))",1,2026-04-30 04:03:01,0
"phí ship cao, giá đắt, tốt nhất là đừng mua hàng từ cái ứng dụng này",1,2026-04-30 03:57:55,1
ok,5,2026-04-30 03:47:58,1
thay đổi số điện thoại ko được toàn không xác minh được,3,2026-04-30 03:41:10,0
không dùng được COD,1,2026-04-30 03:27:59,0
lúc nào cũng quảng cáo chs mà bực 😡😡😡😡,1,2026-04-30 03:25:30,2
quá tuyệt,5,2026-04-30 02:58:02,0
nói là đơn về đến khu vực bạn sẽ giao sau 12 giờ mà 4 ngày rồi chưa giao,1,2026-04-30 02:34:43,1
các shop không tôn trọng khách hàng! nhiều shop rất láo!,1,2026-04-30 02:32:54,3
như đầu buoi mẹ giao hàng lâu vãi,2,2026-04-30 02:26:50,0
năm tốt,1,2026-04-30 02:23:09,0
"tự nhiên đng chơi game mà quảng cáo cái tự nhiên chỉ lỡ tay ấn vào thôi mà nhảy qua shopee đc đúng ngáo, mà ấn x rồi mà còn nhảy qua đc 😐",1,2026-04-30 02:19:19,2
dùng tốt 100 điểm 💯💯💯💯💯💯,5,2026-04-30 02:16:33,0
ko mua đc toàn lỗi mã M02,1,2026-04-30 02:14:49,0
ok,5,2026-04-30 02:14:23,0
vì tôi đặt hàng 0 đ cứ bắt đăng nhập số điện thoại nhưng thôi cho 5 sao,5,2026-04-30 01:58:35,0
Phải gỡ bỏ ứng dụng vì quảng cáo quá nhiều trên các trang web tin tức. quá phiền phức bực bội khi nhắp vào icon quảng cáo để thoát nhưng lại mở app. ức chế dẫn đến không còn muốn mua hàng trên shope nữa,1,2026-04-30 00:52:58,0
ok,5,2026-04-30 00:50:58,2
"shoppe sài rất là tốt luôn mọi người ạ , có rất nhiều voucher khác nhau để giảm giá , đặc biệt là khách hàng đầu tiên được giảm đến 60.000₫ mình luôn ủng hộ shoppe 😘",5,2026-04-30 00:50:38,0
shopee đáng iu quá trời,5,2026-04-30 00:43:31,0
tốt,5,2026-04-30 00:39:15,0
chất lượng,5,2026-04-30 00:18:02,0
tot,4,2026-04-30 00:08:56,0
qua nhieu voucher ngon lam,5,2026-04-30 00:01:02,0
rẽ,5,2026-04-29 23:42:28,0
"bắt người dùng ấn vào quảng cáo,để nút thoát nhỏ, tự mở app",1,2026-04-29 23:25:50,1
ok,5,2026-04-29 23:24:06,0
mua rẻ ship nhanh,5,2026-04-29 23:14:05,1
ko đăng ký được,1,2026-04-29 23:07:37,0
app như lol,1,2026-04-29 20:00:57,0
"Rất tốt. Luôn bảo vệ người tiêu dùng, trả hàng dễ dàng",5,2026-04-29 19:43:03,0
"trả lại cái thời gian đếm ngược xu màu xanh đây ,nó ko hiện nữa rồi, huhu(〒﹏〒)",1,2026-04-29 19:15:35,0
đã khóa F02 còn khóa lun acc khác trong dt thành M04 có muốn cho mua hàng nữa không tuần nào cũng khóa app đúng hãm,1,2026-04-29 18:37:30,0
"app suốt ngày lỗi, lag liên tục. Mã giảm giá thì lúc có lúc không, vừa nãy còn hiện thì lúc sau mất",1,2026-04-29 17:45:42,14
"T là Đặng phương nam số đt cuối 0174 đặt cái giá đỡ điện thoại có áp voucher shopee VIP với hơn 30.000 xu shopee với giá ≈ 40.000 Vn₫ , shipper điện đến lần thứ ba hẹn mai giao rồi không thấy tung tích đâu đến ngày hôm sau thì thấy đơn đang hoàn về người gửi . Gọi hỗ trợ ghi tin đồ các kiểu . Sử lí dài dòng mà khách hàng thì chã được lợi gì . Không có tặng voucher hay gì khác mà chỉ bảo là đặt lại đơn ? .... đợi hàng về cho đã rồi kêu đặt lại , đã vậy lúc đặt lại thì tận 63.000Vn₫?",1,2026-04-29 17:13:33,1
"ở phần shoppe xu khi mua hàng ấy, shoppe nên để người mua tự nhập số xu muốn dùng để mua hàng (miễn sao không quá 1 nửa giá trị sản phẩm) thì tiện hơn",5,2026-04-29 17:10:45,7
không nên tải hoàn tiền không được đâu đã vậy còn cho shop lừa đảo kinh doanh nữa bạn mua đồ rồi chỉ có tức thôi,1,2026-04-29 16:58:16,0
"tôi rất thích ứng dụng này, nào giúp cho bản thân có được sự thoải mái khi lướt những trang hành độc đáo",5,2026-04-29 16:56:08,1
đớp sâu vl áo mã còn mất phí ship còn tận nơi vs tự lấy đ mua còn hơn áp như cac,1,2026-04-29 16:21:06,0
fan shopee,5,2026-04-29 16:13:47,0
tệ,1,2026-04-29 16:06:40,0
sàn uy tín,5,2026-04-29 15:44:25,0
"đã liên kết tk ngân hàng lâu rồi, giờ lại bắt xác thực lại",1,2026-04-29 15:34:43,0
xu xem live đã giảm 🥺,2,2026-04-29 15:34:27,106
Giao hàng chậm quá,2,2026-04-29 15:27:11,0
"síp bơ giao hàng không tốt lắm cần hệ thống theo dõi cách làm việc của síp bơ giao hàng này nha đặc biệt là Nguyễn Văn Linh giao hàng khu vực tổ 8kp an thành phường thái hòa, tân uyên Bình Dương",1,2026-04-29 14:58:51,3
mua tự hủy,1,2026-04-29 14:53:53,0
hủy đơn trước khí gửi hàng nhưng không hoàn voucher người mới liên hệ cskh thì lấp liếm đổ lỗi hệ thống không đưa ra cách khắc phục thoả đáng,1,2026-04-29 14:24:27,1
cái con khỉ mốc nó lâu không xài bây giờ quay lại xài nó bảo lấy lấy cái l què gì tin nhắn cũng béo thấy gửi tới. cái con cờ loay hoay tốn thời gian cả tiếng đồng hồ. nếu không muốn phiền phức... tốt nhất là chơi với tik tok. trao trả hàng thì cũng vậy lòng vòng lợi cho người bán. người mua phải phụ thuộc sao điều kiện... xác định mua một là xài được nếu không xài được thì nên tự vứt bỏ. thêm cái giao hàng đùng một phát nó đến cửa nó mới gọi anh ơi có đơn hàng. không ai bao giờ báo cho biết t ch,1,2026-04-29 14:09:36,1
ko đăng nhập được,1,2026-04-29 14:05:37,0
tốt,5,2026-04-29 14:01:49,1
nhân viên ko liên hệ giao hàng. phản hồi shop là khách không liên lạc được.,1,2026-04-29 14:01:17,0
👍,5,2026-04-29 13:08:57,0
bắc đăng kí nhưng tôi không biềt làm.rồi tự nhiên mua hàng với giá cao.,1,2026-04-29 13:07:17,1
dùng cái mã giảm 80 k cũng như ko với rất rất nhiều lỗi khi mua hàng 😭😭😭,1,2026-04-29 13:03:46,1
Âm sao,1,2026-04-29 12:45:07,0
tốt,5,2026-04-29 12:40:42,0
tiện lợi,5,2026-04-29 12:35:20,0
ngon thí mong tặng nhiều voucher,5,2026-04-29 12:07:06,0
