review_text,rating,review_date,thumbs_up,risk_label,clean_text
tôi rút xu từ shopee video ra thì có trừ xu nhưng xu lại không vô tài khoản shopee xu của tôi . Tôi rất tức giận vui lòng xử lý giúp tôi . Tôi đã mất quá nhiều xu!!!,1,2026-05-09 09:04:06,1,1,tôi rút xu từ shopee video ra thì_có trừ xu nhưng xu lại không vô_tài_khoản shopee xu của tôi tôi rất tức_giận vui_lòng xử_lý giúp tôi tôi đã mất quá nhiều xu
"Cho người mua áp mã giảm giá rồi hủy đơn với lý do giao dịch không hợp lệ, shoppe nên xem lại chính sách áp dụng mã thì hơn, tài khoản dùng 2 năm trời lần đầu mua hàng giá trị lớn thì bị",1,2026-05-06 09:04:45,1,1,cho người mua áp_mã giảm_giá rồi hủy_đơn với lý_do giao_dịch không hợp_lệ shoppe nên xem_lại chính_sách áp_dụng mã thì hơn tài_khoản dùng 2 năm trời lần đầu mua hàng giá_trị lớn thì bị
"shopee luôn chơi ép khách về thời gian giao hàng, mặc tình dời xa ngày dự kiến giao hàng đễ an toàn, khách chịu lép chờ. khi mua, ghi tg giao nhanh, khách mua rồi thì dời tg mút khung an toàn. vd, tg giao hàng cho tôi là 4/5, (mai), khi hàng về kho sát dđ tôi, lẽ ra y vậy mai giao, shoppe dời sang ngày 7 cho an toàn. việc trả lời bằng robot là vô cảm, khg chính xác, nên hạng chế, hỏi 1 ý, trã lời đâu đâu đó, tạm thời việc tg giao hàng dự kiến nên nhận 2 sao, khắc phục",2,2026-05-04 14:29:04,2,1,shopee luôn chơi_ép khách về thời_gian giao hàng mặc_tình_dời xa ngày dự_kiến giao hàng đễ an_toàn khách chịu lép_chờ khi mua ghi tg giao nhanh khách mua rồi thì dời tg mút khung an_toàn vd tg giao hàng cho tôi là 4 5 mai khi hàng về kho sát dđ tôi lẽ_ra y vậy mai giao_shoppe dời sang ngày 7 cho an_toàn việc trả_lời bằng robot là vô_cảm_khg chính_xác nên hạng_chế hỏi 1 ý trã lời đâu_đâu_đó tạm_thời việc tg giao hàng dự_kiến nên nhận 2 sao khắc_phục
"càng cập nhật càng tệ, cập nhật xong giờ đặt nhầm đơn hàng huy ko đc, phải sác thực tk ngân hàng mới hủy đc, thế những người ko có tk ngân hàng như mk thì như nào phải bom hàng à còn bị mất mã giảm giá",1,2026-04-29 16:57:59,2,1,càng cập_nhật càng tệ_cập_nhật xong giờ đặt nhầm đơn hàng huy_ko đc phải sác thực_tk ngân_hàng mới hủy đc_thế những người ko có tk ngân_hàng như mk thì như nào phải bom hàng à còn bị mất_mã giảm_giá
hàng sai không đúng mua 242k muốn hoàn hàng mà đăng nhập tài khoản ngân hàng xong hết rồi thì bị thoát ra đã làm 2-3 lần nhưng vẫn bị vậy không biết là sao bộ không cho hoàn hàng à chịu luôn,1,2026-04-28 17:58:32,7,1,hàng sai không đúng mua 242 k muốn hoàn_hàng mà đăng_nhập tài_khoản ngân_hàng xong hết rồi thì bị thoát ra đã làm 2 3 lần nhưng vẫn bị vậy không biết là sao bộ không cho hoàn_hàng à chịu luôn
"mới cài đặt về cần phải đăng ký nhì nhằng tài khoản bắt chụp cccd mới mua được hàng , xoá ứng dụng ngay không bao giờ tải nữa",1,2026-05-09 16:35:28,2,1,mới cài_đặt về cần phải đăng_ký nhì_nhằng tài_khoản bắt chụp cccd mới mua được hàng xóa ứng_dụng ngay không bao_giờ tải nữa
"shoppe rất là không trung thực nhé, bảo là đảm bảo giao hàng đúng hẹn, hẹn người ta 6/5 xong sáng nay lại đổi thành 7/5 rồi trưa đi làm về lại 8/5",2,2026-05-07 11:25:39,1,1,shoppe rất là không trung_thực nhé bảo là đảm_bảo giao hàng đúng hẹn hẹn người ta 6 5 xong sáng nay lại đổi thành 7 5 rồi trưa đi làm về lại 8 5
"yêu cầu hủy mẹ cái video shopee đi, vào ứng dụng cứ nhảy vào video ,làm cl gì không biết ,phiền phức",1,2026-05-05 13:11:12,2,1,yêu_cầu hủy mẹ cái video shopee đi vào ứng_dụng cứ nhảy vào video làm cl gì không biết phiền_phức
"Tệ, hồi trước mình hạnh Thành viên thì cứ khoảng 3-4 đc 10 cái mã giảm 65k + 30 cái mã giảm 30k ( phí ship ). Hớn hở cày lên Bạc nghĩ đc nhiều hơn thì 10 ngày nó mới cho 30 cái mã giảm 20k ( phí ship ), với lại mấy cái mã giảm cũng ít với ko ngon như bên Thành viên. Với lại quy trình hoàn hàng rắc rối, AI CCKH thì không giải quyết được vấn đề.",1,2026-04-27 21:08:44,16,1,tệ hồi trước mình hạnh thành_viên thì cứ khoảng 3 4 đc 10 cái mã giảm 65 k 30 cái mã giảm 30 k phí ship hớn_hở cày lên bạc nghĩ đc nhiều hơn thì 10 ngày nó mới cho 30 cái mã giảm 20 k phí_ship với_lại mấy cái mã giảm cũng ít với ko ngon như bên thành_viên với_lại quy_trình hoàn_hàng rắc_rối ai cckh thì không giải_quyết được vấn_đề
"feedback sản phẩm kiếm xu rất khó xài, để 600 làm theo các bước mà nhận lại có 1 xu thì làm quằn gì má. trả lại giao diện feedback cũ cho tao",1,2026-05-07 14:42:44,1,1,feedback sản_phẩm kiếm xu rất khó xài để 600 làm theo các bước mà nhận lại có 1 xu thì làm quằn gì má trả lại giao_diện feedback cũ cho tao
Cái nào cũng mắc tiền giả sử như một cuc gơm 10 mấy ngàn rồi tui chơi cái gì hay sao thì cũng qc tui tải về để hết cs qc với đặt hàng n,2,2026-05-02 18:25:12,0,1,cái nào cũng mắc tiền giả_sử như một cuc gơm 10 mấy ngàn rồi tui chơi cái gì hay sao thì cũng qc tui tải về để hết cs_qc với đặt_hàng n
"shoppe vip hay shoppe trừ tiền ? hết gói thì báo trước để người ta biết , bộ sợ không gia hạn tiếp hay gì mà trừ thẳng kiểu đó",1,2026-04-27 16:47:31,4,1,shoppe vip hay shoppe_trừ tiền hết gói thì báo trước để người ta biết bộ sợ không gia_hạn tiếp hay gì mà trừ thẳng kiểu đó
"ứng dụng rác, cho mã giảm khi sử dụng thì lại bị hủy đơn, hỏi lý do thì nói lỗi do shop vi phạm tiêu chuẩn cộng đồng, thì liêb quan gì người mua mà hủy đơn, quản lý kiểu ngáo gì vậy, sao không xử lý cấm shop bán đi, sao đợi khách mua hàng rồi hủy, áp tệ hại, mn nên né app này ra đỡ mất thời gian",1,2026-05-07 19:19:05,1,1,ứng_dụng rác cho mã_giảm khi sử_dụng thì lại bị hủy_đơn hỏi lý_do thì nói lỗi do shop vi_phạm tiêu_chuẩn cộng_đồng thì liêb_quan gì người mua mà hủy_đơn quản_lý kiểu ngáo gì vậy sao không xử_lý cấm shop bán đi sao đợi khách mua hàng rồi hủy_áp tệ_hại mn nên né app này ra đỡ mất thời_gian
"mình thấy lúc nào cũng truyền thông với mn quyền lợi, giảm giá này kia. Đến lúc tải thì chả được gì nhiều. Bảo đăng kí tài khoản mới thì đc vocher giảm 80k, áp vào thì được, món nào cũng 0₫ mà đến lúc đặt hàng thì lại bảo tài khoản của mình không sử dụng mã này được. Thử lại lần nữa thì hết lượt dùng. Không muốn giảm giá thì thôi đi, quảng cáo câu người dùng để làm gì ạ. Giới thiệu với bạn bè cho đã rồi tải về không được gì, sau này không dám giới thiệu cho ai về app nữa..",1,2026-05-05 22:56:09,0,1,mình thấy lúc_nào cũng truyền_thông với mn quyền_lợi giảm_giá này kia đến lúc tải thì chả được gì nhiều bảo đăng_kí tài_khoản mới thì đc vocher giảm 80 k_áp vào thì được món nào cũng 0 mà đến lúc đặt_hàng thì lại bảo tài_khoản của mình không sử_dụng mã này được thử lại lần nữa thì hết lượt dùng không muốn giảm_giá thì thôi đi quảng_cáo câu người dùng để làm_gì ạ giới_thiệu với bạn_bè cho đã rồi tải về không được gì sau_này không dám giới_thiệu cho ai về app nữa
"ngày thường app bị lỗi ko chơi game được đã thôi đi... hôm nay muốn vô app mua đồ lại bị lỗi để chưa kết nối mạng ... trong khi đó xem tik tok , lướt facebook bình thường ts vô shoppi cái để ko có mạng ... cay... làm nghi ngờ nhân sinh luôn",1,2026-05-04 10:00:24,2,1,ngày thường app bị lỗi ko chơi game được đã thôi đi hôm_nay muốn vô_app mua đồ lại bị lỗi để chưa kết_nối mạng trong khi đó xem tik tok lướt_facebook bình_thường ts vô_shoppi cái để ko có mạng cay làm nghi_ngờ nhân_sinh luôn
"App càng ngày càng tệ. Thêm các mục và tính năng vô dụng thừa thãi. Tự tạo thêm video AI ""review"" sai lệch về sản phẩm gốc, lại tự động phát không thể tắt đi, tốn kém thêm dữ liệu di động. Không có tính năng ẩn sản phẩm hay shop không mong muốn như các app khác. Càng lúc càng không coi trọng trải nghiệm của người dùng.",1,2026-05-05 11:04:17,6,1,app càng_ngày_càng tệ thêm các mục và tính_năng vô_dụng thừa_thãi tự_tạo thêm video ai review sai_lệch về sản_phẩm gốc lại tự_động phát không_thể tắt đi tốn_kém thêm dữ_liệu di_động không có tính_năng ẩn_sản_phẩm hay shop không mong_muốn như các app khác càng lúc càng không coi_trọng trải_nghiệm của người dùng
không mấy sau khỏi cái định vị đơn hàng đi được không? nãy check thấy ở gần kho mình rồi mà lần này check lại đơn thì biến tít tận đâu. đã có định vị đấy rồi thì làm cho chuẩn tí đi chứ?,1,2026-05-08 21:14:36,1,1,không mấy sau khỏi cái định_vị đơn hàng đi được không nãy check thấy ở gần kho mình rồi mà lần này check lại đơn thì biến_tít tận đâu đã có định_vị đấy rồi thì làm cho chuẩn_tí đi chứ
"Đã làm theo hướng dẫn của shopee rồi nhưng vẫn không nhận được xu từ shopee,thật tệ khi trải nghiệm này",1,2026-04-29 16:26:51,1,1,đã làm theo hướng_dẫn của shopee rồi nhưng vẫn không nhận được xu từ shopee thật tệ khi trải_nghiệm này
liên kết ngân hàng thì vì lí do bảo mật ko liên kết được còn cái gợi ý toàn ba cái đồ nhạy cảm ko,1,2026-05-09 17:17:08,2,1,liên_kết ngân_hàng thì vì lí_do bảo_mật ko liên_kết được còn cái gợi_ý toàn ba cái đồ nhạy_cảm ko
hối giao nhanh mà 4-5 tiếng đồng hồ mà vẫn dell thấy hàng ở đâu hết app thì cứ thông báo shipper đang giao mà chả thấy ji giao hàng càng ngày càng lâu nền tãng lừa đảo kêo đánh giá để nhận xu mà dell thấy xu ở đâu,1,2026-04-28 13:39:46,26,1,hối giao nhanh mà 4 5 tiếng đồng_hồ mà vẫn dell thấy hàng ở đâu hết app thì cứ thông_báo shipper đang giao mà chả thấy ji giao hàng càng_ngày_càng lâu nền tãng lừa_đảo kêo đánh_giá để nhận xu mà dell thấy xu ở đâu
"tệ cực kì, mã 10k mà cũng kh cho đặt. Lâu lắm mới sale canh mua cho mình cái điện thoại mà cũng bị hủy nữa á trời, tức vãi luôn á, cho mã mà kh cho xài thì cho làm cdg?.",1,2026-04-28 08:40:37,3,1,tệ cực kì_mã 10 k mà cũng kh cho đặt lâu lắm mới sale_canh mua cho mình cái điện_thoại mà cũng bị hủy nữa á_trời tức_vãi luôn á cho mã mà kh cho xài thì cho làm cdg
má ơi giao hàng cho ngta trễ gần 1 tháng mà không cho hủy tới lúc nhận hàng thì nát kinh khủng khui hàng ra còn bị thiếu hàng nữa má ủa là sao vậy shoppe coi lại cách làm việc nha,1,2026-05-02 18:20:45,1,1,má ơi giao hàng cho ngta trễ gần 1 tháng mà không cho hủy tới lúc nhận hàng thì nát kinh_khủng_khui hàng ra còn bị thiếu hàng nữa má ủa là sao vậy shoppe coi lại cách làm_việc nha
đặt hoả tốc nhưng ngày mai mới giao nút hối là chức năg vô dụng nhất có như ko ấy ?,1,2026-05-12 21:39:44,1,1,đặt hỏa_tốc nhưng ngày_mai mới giao nút_hối là chức_năg vô_dụng nhất có như ko ấy
"shopee như cái quần què đặt hàng xong để ngày nhận cho đã rồi tự ý hủy đơn của ta cái nhắn tin hỏi nó, nó trả lời là tự mình hủy",1,2026-05-05 10:56:32,2,1,shopee như cái quần_què đặt_hàng xong để ngày nhận cho đã rồi tự_ý hủy_đơn của ta cái nhắn_tin hỏi nó nó trả_lời là tự mình hủy
"rõ ràng tạo nick là đc vé giảm giá mà lúc tạo xong hết thông tin cá nhân r lại mất cả 3 vé giảm giá 60k,80kvaf miễn phí ship 500k",1,2026-05-03 08:45:03,2,1,rõ_ràng tạo nick là đc vé giảm_giá mà lúc tạo xong hết thông_tin cá_nhân r lại mất cả 3 vé giảm_giá 60 k 80 kvaf miễn_phí ship 500 k
"ứng dụng thì đc, mà quảng cáo thì cực kì phiền và khó chịu. Dù qua r mà vẫn còn cái quảng 11 tháng 11. Rồi còn một số quảng cáo thì dùng cọng giả trên màn hình, còn trang này sắp mở, nút tắt rất nhỏ, chỉ cần nhấn lệch hoặc vô tình đụng quảng cáo là auto vô thẳng shopee. Nhấn trở lại thì văng game và máy bị đơ khoảng mấy giây mới bth đc, mong có giải pháp gì thay đổi và cải thiện.",1,2026-05-04 09:28:27,3,1,ứng_dụng thì đc mà quảng_cáo thì cực_kì_phiền và khó_chịu dù qua r mà vẫn còn cái quảng 11 tháng 11 rồi còn một_số quảng_cáo thì dùng cọng giả trên màn_hình còn trang này sắp mở nút tắt rất nhỏ chỉ cần nhấn_lệch hoặc vô_tình đụng quảng_cáo là auto vô thẳng shopee nhấn trở_lại thì văng_game và máy bị đơ khoảng mấy giây mới bth đc mong có giải_pháp gì thay_đổi và cải_thiện
"Càng ngày càng dở: Chất lượng; ảnh, video quảng cáo, đổ chung thực của sao... chưa nói tới. Phần đăng nhập đã mất dt, làm lại sim đăng nhập thàng công còn đòi quét mã dt cũ; Xác thực thì đăng nhập dt rồi, cập nhập gmail lại xác thực tiếp...giống zalo mỗi lần sms 1000đ cho nhanh.",1,2026-04-26 08:13:24,3,1,càng_ngày_càng dở chất_lượng ảnh video quảng_cáo đổ chung_thực của sao chưa nói tới phần đăng_nhập đã mất_dt làm lại sim đăng_nhập thàng_công còn đòi quét_mã dt cũ xác_thực thì đăng_nhập dt rồi cập nhập gmail lại xác_thực tiếp giống zalo mỗi lần sms 1000 đ cho nhanh
"Tung voucher cho cố rồi hủy đơn, chậm trễ thời gian, tốn công tốn sức săn sale vkl, app rác",1,2026-05-07 09:57:51,0,1,tung voucher cho cố rồi hủy đơn chậm_trễ thời_gian tốn công_tốn sức săn sale vkl app rác
Mắc gì vừa vào app lại chuyển vào mục Live&Video rồi tự kéo âm lượng của máy xuống? Đứa nào đưa ý tưởng thiết kế ngu vậy :),1,2026-04-29 10:51:17,5,1,mắc gì vừa vào app lại chuyển vào mục live video rồi tự kéo âm_lượng của máy xuống đứa nào đưa ý_tưởng thiết_kế ngu vậy
"síp bơ giao hàng không tốt lắm cần hệ thống theo dõi cách làm việc của síp bơ giao hàng này nha đặc biệt là Nguyễn Văn Linh giao hàng khu vực tổ 8kp an thành phường thái hòa, tân uyên Bình Dương",1,2026-04-29 21:58:51,3,1,síp bơ giao hàng_không tốt lắm cần hệ_thống theo_dõi cách làm_việc của síp bơ giao hàng này nha đặc_biệt là nguyễn_văn_linh giao hàng khu_vực tổ 8 kp an_thành phường thái_hòa tân_uyên bình_dương
"app bịp, lừa khách hàng, cho vocher giảm giá làm gì dùng thì lại hủy đơn, rồi bảo lý do shop có hành vi giao dịch bất thường, vậy sao không chặn shop bán hàng hoặc chặn app mã đối với shop đó đi mà để khách mua rồi hủy cho mất vocher của khách, đúng là khôn lỗi, mọi người đừng tin app này qua nền tảng khác nhiều ưu đãi thật hơn",1,2026-05-11 06:15:46,0,1,app bịp lừa khách_hàng cho vocher giảm_giá làm gì dùng thì lại hủy_đơn rồi bảo lý_do shop có hành_vi giao_dịch bất_thường vậy sao không chặn shop bán hàng hoặc chặn app_mã đối_với shop đó đi mà để khách mua rồi hủy cho mất vocher của khách đúng là khôn_lỗi mọi người đừng tin app này qua nền_tảng khác nhiều ưu_đãi thật hơn
shipper tệ rất tệ thái độ không tốt tự ý hủy đơn bằng cách tưh rời ngày nhận sau 3 ngày thì tự ý hủy đơn báo cáo lên thì không giải quyết shipper không thấy có gì thay đổi vẫn tự ý hủy đơn tốt hơn hết là dùng tiktok shop,1,2026-05-11 00:23:00,1,1,shipper tệ rất tệ thái_độ không tốt tự_ý hủy đơn bằng cách tưh rời ngày nhận sau 3 ngày thì tự_ý hủy đơn báo_cáo lên thì không giải_quyết shipper không thấy có gì thay_đổi vẫn tự_ý hủy đơn tốt hơn hết là dùng tiktok shop
Mua hàng mà vận chuyển như rùa bò thua đi bộ từ Hà Nội về hải phòng mất một tuần,1,2026-05-11 16:10:24,0,1,mua hàng mà vận_chuyển như rùa bò_thua đi bộ từ hà_nội về hải_phòng mất một tuần
thiết kế lập trình kiểu gì mà toàn lỗi. các phiên bản về sau này càng ngày càng dở so với những phiên bản trước. tự nhiên lại có cái lỗi Trang không khả dụng. lập trình kiểu gì mà không khả dụng. nhất là cái lỗi B08. lỗi này hoàn toàn do app shopee người dùng lại gánh hậu quả. Phản ảnh lên chăm sóc khách hàng cũng chả có tác dụng gì. lúc mua hàng thì shopee áp mã tự động nhưng lại bảo người ta lạm dụng chính sách xong rồi khóa tài khoản. rất nhiều những cái vô lý bất cập không khắc phục được.,1,2026-05-06 11:46:19,1,1,thiết_kế lập_trình kiểu gì mà toàn lỗi các phiên_bản về sau_này càng_ngày_càng dở so với những phiên_bản trước tự_nhiên lại có cái lỗi_trang không khả_dụng lập_trình kiểu gì mà không khả_dụng nhất là cái lỗi b08 lỗi này hoàn_toàn do app shopee người dùng lại gánh hậu_quả phản_ảnh lên chăm_sóc khách_hàng cũng chả có tác_dụng gì lúc mua hàng thì shopee áp_mã tự_động nhưng lại bảo người ta lạm_dụng chính_sách xong rồi khóa tài_khoản rất nhiều những cái vô_lý bất_cập không khắc_phục được
"app làm ăn kiểu gì giao hàng chậm chạp. thời gian dự kiến muộn nhất 5/2 mà tự ý đổi lên thành 9/2, đơn nào cũng giao chậm chạp hơn thời gian đã báo trước đó. đơn thì 2 3 ngày không di chuyển?? Đơn hoàn trả tiền muộn nhất là ngày 25/4 . nhưng 26/4 không hoàn trả tiền cho khách hàng. nhân viên hỗ trợ hẹn ngày 26/4 hoàn trả tiền hoàn, nhưng không hoàn trả, mà Shopee tự ý nâng hạn hoàn trả lên ngày 1/5. khách hàng ức chế chửi,shopee làm ăn lừa dối khách hàng thì nhân viên Shopee đòi khóa tài khoản",1,2026-04-27 17:24:09,5,1,app làm_ăn kiểu gì giao hàng chậm_chạp thời_gian dự_kiến muộn nhất 5 2 mà tự_ý đổi lên thành 9 2 đơn nào cũng giao chậm_chạp hơn thời_gian đã báo trước đó đơn thì 2 3 ngày không di_chuyển đơn hoàn_trả tiền muộn nhất là ngày 25 4 nhưng 26 4 không hoàn_trả tiền cho khách_hàng nhân_viên hỗ_trợ hẹn ngày 26 4 hoàn_trả tiền hoàn nhưng không hoàn_trả mà shopee tự_ý nâng hạn hoàn_trả lên ngày 1 5 khách_hàng ức_chế chửi shopee làm_ăn lừa_dối khách_hàng thì nhân_viên shopee đòi khóa tài_khoản
tự ý hủy đơn hàng vì có hành vi giao dịch bất thường là sao còn ko trả voucher cho ng ta,1,2026-05-08 05:55:59,2,1,tự_ý hủy đơn hàng vì có hành_vi giao_dịch bất_thường là sao còn ko trả voucher cho ng ta
"Shopee bây giờ không còn hỗ trợ yêu cầu trả hàng của người mua, minh chứng của người mua hàng không được chấp nhận và xử thua người bán",1,2026-05-01 23:41:41,1,1,shopee bây_giờ không còn hỗ_trợ yêu_cầu trả hàng của người mua minh_chứng của người mua hàng_không được chấp_nhận và xử_thua người bán
"một ứng dụng tồi tệ,làm ăn vô trách nhiệm. shopee trên ứng dụng thì thể hiện đang giải quyết khiếu nại của khách hàng nhưng thực chất đâu có giải quyết đâu,toàn hẹn này hẹn kia, đến khi điện cho bộ phận chăm sóc khách hàng thì ko bắt máy để khách hàng cảm thấy mệt mỏi ko còn tâm trí để đòi trả hàng hoàn tiền.",1,2026-05-07 11:09:33,0,1,một ứng_dụng tồi_tệ làm_ăn vô_trách_nhiệm shopee trên ứng_dụng thì thể_hiện đang giải_quyết khiếu_nại của khách_hàng nhưng thực_chất đâu có giải_quyết đâu toàn hẹn này hẹn kia đến khi điện cho bộ_phận chăm_sóc khách_hàng thì ko bắt máy để khách_hàng cảm_thấy mệt_mỏi ko còn tâm_trí để đòi trả hàng hoàn tiền
"khó chịu vãi, làm sao chặn app này được không? chớ bấm cái nào nó cũng dô, rắc rối",1,2026-04-27 06:44:58,3,1,khó_chịu vãi làm_sao chặn app này được không chớ bấm cái nào nó cũng dô rắc_rối
giao hàng quá chậm. thế mà giới thiệu giao hàng siêu tốc ko bằg tik tok shop thất vọng về shoppee,1,2026-05-10 21:39:51,0,1,giao hàng quá chậm thế mà giới_thiệu giao hàng siêu_tốc ko bằg tik tok_shop thất_vọng về shoppee
"lỗi cố hưu của shopee nhưng chưa bao giờ được fix. Đặt hàng cùng địa chỉ chỉ thay đổi đúng số nhà nhưng cũng phải bắt hủy đi đặt lại, nếu sửa thì kêu phí ship cao hơn mức trước. Nếu không chịu fix thì làm ơn xóa luôn cái chức năng cập nhật địa chỉ giúp người ta cái",1,2026-04-27 15:56:40,90,1,lô i cô hưu cu a_shopee nhưng chưa bao giơ đươ c fix đă t ha ng cu ng đi a_chi chi thay đô i đu_ng sô_nha nhưng cu_ng pha i bă t hu_y đi đă t_la i nê u_sư a_thi kêu phi_ship cao hơn mư c trươ c nê_u không chi_u fix thi la m ơn_xo a luôn ca i chư c_năng câ p nhâ t đi a_chi giu p ngươ i ta ca i
shopee bị dẩm à? đặt hàng đàng hoàng đột nhiên đi hủy hàng là sao??? khiếu nại thì toàn AI trả lời,1,2026-05-13 09:05:57,0,1,shopee bị dẩm à đặt_hàng đàng_hoàng đột_nhiên đi hủy hàng là sao khiếu_nại thì toàn ai trả_lời
ko thể hiểu dc quên mk bấm quên đã xác thực mã otp r là dc đổi mk đây bắt nhập lại mk cũ nếu nhớ thì đã đăng nhập vào thẳng mắc gì bấm quên chi nhờ hỗ trợ thì rất tệ cứ vòng lòng nói chung rất tệ,1,2026-04-30 21:56:19,2,1,ko_thể hiểu dc quên mk bấm quên đã xác thực_mã otp r là dc đổi mk đây bắt nhập lại mk cũ nếu nhớ thì đã đăng_nhập vào thẳng mắc gì bấm quên chi nhờ hỗ_trợ thì rất tệ cứ vòng_lòng nói_chung rất tệ
dạo này máy ứng dụng làm ăm chán đời thật làm ăn k có giờ giấc j cả thích thì giao à chứ có hàng thì giao hành buổi trưa đúng cái giờ người ta nhhi ngơi z ai dam mua nữa tr,1,2026-05-03 13:32:17,2,1,dạo này máy ứng_dụng làm ăm chán_đời thật làm_ăn k có giờ_giấc j cả thích thì giao à chứ có hàng thì giao_hành buổi trưa đúng cái giờ người ta nhhi_ngơi z ai dam mua nữa tr
"Được rồi, sau mấy bản cập nhật của Shoppe thì tôi thấy đã ổn định hơn rồi. Mong nhà phát triển tạo ra thêm nhiều cập nhật nữa để cải thiện ứng dụng. Và nhà phát triển thử thay đổi 1 chút giao diện người dùng (UI) đi ạ!!!",4,2026-04-28 12:20:07,2,0,được rồi sau mấy bản cập_nhật của shoppe thì tôi thấy đã ổn_định hơn rồi mong nhà phát_triển tạo ra thêm nhiều cập_nhật nữa để cải_thiện ứng_dụng và nhà phát_triển thử thay_đổi 1 chút giao_diện người dùng ui đi ạ
tôi thấy shopee làm ăn rất kì lạ rõ ràng shopee để giá 0 đồng có con số bên cạnh gạch đi rồi sao vẫn tính tiền là sao mất uy tính cực,1,2026-05-05 13:13:04,1,1,tôi thấy shopee làm_ăn rất kì_lạ rõ_ràng shopee để giá 0 đồng có con_số bên cạnh gạch đi rồi sao vẫn tính tiền là sao mất uy_tính cực
"vừa tệ vừa chậm , đặt hàng đc mấy ngày cái sipper tự hủy đơn luôn là sao , còn thông báo là do tao nhận hàng ko thành công nữa chứ tao còn chưa thấy đc cái bao bìa nữa á , đã vậy ko chỉ 1 lần mà là 2 lần luôn chứng bực mik luôn á thà đi tra ngoài tiệm mưa còn tốt hơn nóng gì đâu 😡😡😡 mong shopper khắc phục tình trạng sipper tự hủy đơn của khách,tui ko bao giờ sử dụng shopper nữa đâu mua hàng thấy giới thiệu thì 9,10k bấm vô mua thì mấy chục đến mấy trăm sin cảm ơn vì đã lắng nghe",1,2026-04-27 16:04:03,2,1,vừa tệ vừa chậm đặt_hàng đc mấy ngày cái sipper tự hủy đơn luôn là sao còn thông_báo là do tao nhận hàng ko thành_công nữa chứ tao còn chưa thấy đc cái bao_bìa nữa_á đã vậy ko chỉ 1 lần mà là 2 lần luôn chứng_bực_mik luôn á_thà đi_tra ngoài tiệm mưa còn tốt hơn nóng gì đâu mong_shopper khắc_phục tình_trạng sipper tự hủy_đơn của khách tui ko bao_giờ sử_dụng shopper nữa đâu mua hàng thấy giới_thiệu thì 9 10 k bấm vô mua thì mấy chục đến mấy trăm sin cảm_ơn vì đã lắng_nghe
"tôi ko thik shopee ở điểm trả hàng hoàn tiền, tiền hoàn hàng ko rút đc , cũng ko thanh toán khi mua hàng, toàn bị mất tiền khi đăng nhập tk",4,2026-04-27 08:06:04,3,0,tôi ko thik shopee ở điểm trả hàng hoàn tiền tiền hoàn_hàng ko rút đc cũng ko thanh_toán khi mua hàng toàn bị mất tiền khi đăng_nhập tk
"Shoppe giờ làm việc rất mất dạy nhé mọi người có ủng hộ tích lũy hãy sang sàn khác: 1. Xu tích lũy người ta bao lâu nếu ko sài tới ngày tháng nào đó nó sẽ trừ sạch, bất kể tích lũy hay vừa nhận. 2. Mua gói shoppe vip xong áp mã vip nó khoá vĩnh viễn tài khoản luôn trong khi tài khoản của mình sài rất lâu rồi, nó thích nó khoá luôn kêu nó báo lý do thì nó nói là do bảo mật nhằm bảo vệ cộng đồng rồi nó kêu thông cảm, thông cảm cho nó rồi ai thông cảm cho mình. Hãy suy nghĩ thật kỹ nhé mọi người.",1,2026-05-03 17:42:00,2,1,shoppe giờ làm_việc rất mất dạy nhé mọi người có ủng_hộ_tích lũy hãy sang sàn khác 1 xu_tích lũy người ta bao_lâu nếu ko sài tới ngày_tháng nào đó nó sẽ trừ sạch bất_kể tích_lũy hay vừa nhận 2 mua gói shoppe vip xong áp_mã vip nó khóa vĩnh_viễn tài_khoản luôn trong khi tài_khoản của mình sài rất lâu rồi nó thích nó khóa luôn kêu nó báo lý_do thì nó nói là do bảo_mật nhằm bảo_vệ cộng_đồng rồi nó kêu thông_cảm thông_cảm cho nó rồi ai thông_cảm cho mình hãy suy_nghĩ thật kỹ nhé mọi người
"Làm ăn láo nháo lắm, từ shop bán hàng, đến nhân viên shopee và nhân viên vận chuyển. ứng dụng lỗi lên lỗi xuống mà suốt ngày bắt người chơi đấu đá với nhau, tró thật...... Lại đổi giao diện, lag lòi luôn. Đ.é.o giúp ích gì cho người dùng thì bớt ngốn tài nguyên điện thoại lại.",1,2026-05-12 04:27:14,7,1,làm_ăn láo_nháo lắm từ shop bán hàng đến nhân_viên shopee và nhân_viên vận_chuyển ứng_dụng lỗi lên lỗi xuống mà suốt ngày bắt người chơi đấu đá với nhau tró thật lại đổi giao_diện lag lòi luôn đ é_o giúp_ích gì cho người dùng thì bớt ngốn tài_nguyên điện_thoại lại
Quảng cáo trên các nền tảng khác mà chèn nội dung độc hại vào để ngu dân. Cái đầu óc có biết dùng để nghĩ không?,1,2026-05-07 15:43:12,1,1,quảng_cáo trên các nền_tảng khác mà chèn nội_dung độc_hại vào để ngu dân cái đầu_óc có biết dùng để nghĩ không
